
---------- Begin Simulation Statistics ----------
simSeconds                                   0.010608                       # Number of seconds simulated (Second)
simTicks                                  10607984064                       # Number of ticks simulated (Tick)
finalTick                                 10607984064                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    563.20                       # Real time elapsed on the host (Second)
hostTickRate                                 18835316                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    4402688                       # Number of bytes of host memory used (Byte)
simInsts                                     50000001                       # Number of instructions simulated (Count)
simOps                                       80745395                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    88779                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     143370                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           333                       # Clock period in ticks (Tick)
system.cpu.numCycles                         31855809                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.637116                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.569572                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        87305748                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                       42                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       85024421                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 171504                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              6560357                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          14538941                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  30                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            31658150                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.685704                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.115291                       # Number of insts issued each cycle (Count)
system.cpu.executeStats0.numMemRefs          26946803                       # Number of memory refs (Count)
system.cpu.executeStats0.numMiscRegReads     37059548                       # Number of times the Misc registers were read (Count)
system.cpu.executeStats0.numVecAluAccesses            0                       # Number of vector alu accesses (Count)
system.cpu.executeStats0.numDiscardedOps            0                       # Number of ops (including micro ops) which were discarded before commit (Count)
system.cpu.fetch.predictedBranches            3499754                       # Number of branches that fetch has predicted taken (Count)
system.cpu.fetch.cycles                      23313867                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu.fetch.squashCycles                  287166                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu.fetch.miscStallCycles                  659                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu.fetch.pendingTrapStallCycles          4609                       # Number of stall cycles due to pending traps (Cycle)
system.cpu.fetch.cacheLines                   4056592                       # Number of cache lines fetched (Count)
system.cpu.fetch.icacheSquashes                 25241                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu.fetch.nisnDist::samples           31658150                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::mean              2.880928                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::stdev             3.455296                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::underflows               0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::0                 16847376     53.22%     53.22% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::1                   740818      2.34%     55.56% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::2                   706108      2.23%     57.79% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::3                   828286      2.62%     60.40% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::4                  2208276      6.98%     67.38% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::5                   848620      2.68%     70.06% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::6                   799833      2.53%     72.59% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::7                   738902      2.33%     74.92% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::8                  7939931     25.08%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::overflows                0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::min_value                0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::max_value                8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::total             31658150                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetchStats0.numInsts              55601554                       # Number of instructions fetched (thread level) (Count)
system.cpu.fetchStats0.numOps                       0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu.fetchStats0.fetchRate             1.745413                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu.fetchStats0.numBranches            5590498                       # Number of branches fetched (Count)
system.cpu.fetchStats0.branchRate            0.175494                       # Number of branch fetches per cycle (Ratio)
system.cpu.fetchStats0.icacheStallCycles      8195432                       # ICache total stall cycles (Cycle)
system.cpu.fetchStats0.numFetchSuspends             0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu.icache.demandHits::cpu.inst        4053262                       # number of demand (read+write) hits (Count)
system.cpu.icache.demandHits::total           4053262                       # number of demand (read+write) hits (Count)
system.cpu.icache.overallHits::cpu.inst       4053262                       # number of overall hits (Count)
system.cpu.icache.overallHits::total          4053262                       # number of overall hits (Count)
system.cpu.icache.demandMisses::cpu.inst         3330                       # number of demand (read+write) misses (Count)
system.cpu.icache.demandMisses::total            3330                       # number of demand (read+write) misses (Count)
system.cpu.icache.overallMisses::cpu.inst         3330                       # number of overall misses (Count)
system.cpu.icache.overallMisses::total           3330                       # number of overall misses (Count)
system.cpu.icache.demandMissLatency::cpu.inst    167638860                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.demandMissLatency::total    167638860                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.overallMissLatency::cpu.inst    167638860                       # number of overall miss ticks (Tick)
system.cpu.icache.overallMissLatency::total    167638860                       # number of overall miss ticks (Tick)
system.cpu.icache.demandAccesses::cpu.inst      4056592                       # number of demand (read+write) accesses (Count)
system.cpu.icache.demandAccesses::total       4056592                       # number of demand (read+write) accesses (Count)
system.cpu.icache.overallAccesses::cpu.inst      4056592                       # number of overall (read+write) accesses (Count)
system.cpu.icache.overallAccesses::total      4056592                       # number of overall (read+write) accesses (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.000821                       # miss rate for demand accesses (Ratio)
system.cpu.icache.demandMissRate::total      0.000821                       # miss rate for demand accesses (Ratio)
system.cpu.icache.overallMissRate::cpu.inst     0.000821                       # miss rate for overall accesses (Ratio)
system.cpu.icache.overallMissRate::total     0.000821                       # miss rate for overall accesses (Ratio)
system.cpu.icache.demandAvgMissLatency::cpu.inst        50342                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.demandAvgMissLatency::total        50342                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst        50342                       # average overall miss latency ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::total        50342                       # average overall miss latency ((Tick/Count))
system.cpu.icache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs            nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.writebacks::writebacks         2065                       # number of writebacks (Count)
system.cpu.icache.writebacks::total              2065                       # number of writebacks (Count)
system.cpu.icache.demandMshrHits::cpu.inst          752                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total           752                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst          752                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total          752                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst         2578                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total         2578                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst         2578                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total         2578                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst    131769432                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total    131769432                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst    131769432                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total    131769432                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.000636                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.000636                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.000636                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.000636                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst 51113.045772                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.demandAvgMshrMissLatency::total 51113.045772                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 51113.045772                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 51113.045772                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.replacements                   2065                       # number of replacements (Count)
system.cpu.icache.ReadReq.hits::cpu.inst      4053262                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total         4053262                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst         3330                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.misses::total          3330                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst    167638860                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total    167638860                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst      4056592                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total      4056592                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.000821                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.000821                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst        50342                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total        50342                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst          752                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total          752                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst         2578                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total         2578                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst    131769432                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total    131769432                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.000636                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.000636                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 51113.045772                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 51113.045772                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED  10607984064                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse           511.131212                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs              4055840                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs               2578                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs            1573.250582                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick               72927                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst   511.131212                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.998303                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.998303                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024          512                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::3           96                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::4          416                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses           16228946                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses          16228946                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  10607984064                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.idleCycles                           0                       # Number of cycles IEW is idle (Cycle)
system.cpu.iew.squashCycles                    142010                       # Number of cycles IEW is squashing (Cycle)
system.cpu.iew.blockCycles                     832608                       # Number of cycles IEW is blocking (Cycle)
system.cpu.iew.unblockCycles                   524796                       # Number of cycles IEW is unblocking (Cycle)
system.cpu.iew.dispatchedInsts               87305790                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts                 2836                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts                 20131461                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts                 7120610                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts                    15                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                      1288                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                   517300                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents            973                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect         175400                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect        31859                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.iew.branchMispredicts               207259                       # Number of branch mispredicts detected at execute (Count)
system.cpu.iew.instsToCommit                 84442479                       # Cumulative count of insts sent to commit (Count)
system.cpu.iew.writebackCount                84337464                       # Cumulative count of insts written-back (Count)
system.cpu.iew.producerInst                  67181075                       # Number of instructions producing a value (Count)
system.cpu.iew.consumerInst                 130795486                       # Number of instructions consuming a value (Count)
system.cpu.iew.wbRate                        2.647475                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.iew.wbFanout                      0.513635                       # Average fanout of values written-back ((Count/Count))
system.cpu.interrupts.clk_domain.clock           5328                       # Clock period in ticks (Tick)
system.cpu.itb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu.itb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.itb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu.itb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.itb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.itb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.itb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu.itb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED  10607984064                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.itb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu.itb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu.itb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu.itb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.itb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.itb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu.itb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu.itb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  10607984064                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.lsq0.forwLoads                     2303461                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads                  894650                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses                   90                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation                 973                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores                 102666                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads                   25                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                      2                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples           19236798                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::mean              4.182731                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::stdev             3.430963                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::0-9               19156623     99.58%     99.58% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::10-19                48708      0.25%     99.84% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::20-29                26323      0.14%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::30-39                   40      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::40-49                   20      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::50-59                   16      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::60-69                   34      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::70-79                   40      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::80-89                   33      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::90-99                   23      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::100-109                 47      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::110-119                 29      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::120-129                160      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::130-139                241      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::140-149                366      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::150-159               2246      0.01%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::160-169                244      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::170-179                139      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::180-189                108      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::190-199                526      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::200-209                 66      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::210-219                 58      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::220-229                 51      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::230-239                462      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::240-249                 27      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::250-259                 39      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::260-269                 11      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::270-279                  7      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::280-289                  2      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::overflows              109      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::max_value             1050                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::total             19236798                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.mmu.dtb.rdAccesses                19920308                       # TLB accesses on read requests (Count)
system.cpu.mmu.dtb.wrAccesses                 7050294                       # TLB accesses on write requests (Count)
system.cpu.mmu.dtb.rdMisses                       639                       # TLB misses on read requests (Count)
system.cpu.mmu.dtb.wrMisses                      1455                       # TLB misses on write requests (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  10607984064                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses                 4057264                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                       912                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  10607984064                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON  10607984064                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.squashCycles                 142010                       # Number of cycles rename is squashing (Cycle)
system.cpu.rename.idleCycles                  7015420                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles                 1451411                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles           2255                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                  10198923                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles              12848131                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts               88693268                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                  7927                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                 107525                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                1057367                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents               10109198                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.fullRegistersEvents              59                       # Number of times there has been no free registers (Count)
system.cpu.rename.renamedOperands           172230746                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                   374343914                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                137564478                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                   9119931                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps             156840972                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                 15389666                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                      72                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                  57                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                  27156879                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                        112867724                       # The number of ROB reads (Count)
system.cpu.rob.writes                       175471004                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                 50000001                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                   80745395                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    66                       # Number of system calls (Count)
system.cpu_clk_domain.clock                       333                       # Clock period in ticks (Tick)
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts (Volt)
system.l2.demandHits::cpu.inst                    262                       # number of demand (read+write) hits (Count)
system.l2.demandHits::cpu.data                 177913                       # number of demand (read+write) hits (Count)
system.l2.demandHits::total                    178175                       # number of demand (read+write) hits (Count)
system.l2.overallHits::cpu.inst                   262                       # number of overall hits (Count)
system.l2.overallHits::cpu.data                177913                       # number of overall hits (Count)
system.l2.overallHits::total                   178175                       # number of overall hits (Count)
system.l2.demandMisses::cpu.inst                 2314                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::cpu.data                 7650                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::total                    9964                       # number of demand (read+write) misses (Count)
system.l2.overallMisses::cpu.inst                2314                       # number of overall misses (Count)
system.l2.overallMisses::cpu.data                7650                       # number of overall misses (Count)
system.l2.overallMisses::total                   9964                       # number of overall misses (Count)
system.l2.demandMissLatency::cpu.inst       127443762                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu.data       431287947                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::total          558731709                       # number of demand (read+write) miss ticks (Tick)
system.l2.overallMissLatency::cpu.inst      127443762                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu.data      431287947                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::total         558731709                       # number of overall miss ticks (Tick)
system.l2.demandAccesses::cpu.inst               2576                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu.data             185563                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::total                188139                       # number of demand (read+write) accesses (Count)
system.l2.overallAccesses::cpu.inst              2576                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu.data            185563                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::total               188139                       # number of overall (read+write) accesses (Count)
system.l2.demandMissRate::cpu.inst           0.898292                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu.data           0.041226                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::total              0.052961                       # miss rate for demand accesses (Ratio)
