
---------- Begin Simulation Statistics ----------
simSeconds                                   0.020206                       # Number of seconds simulated (Second)
simTicks                                  20206039734                       # Number of ticks simulated (Tick)
finalTick                                 20206039734                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    580.26                       # Real time elapsed on the host (Second)
hostTickRate                                 34822130                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    4404152                       # Number of bytes of host memory used (Byte)
simInsts                                     50000000                       # Number of instructions simulated (Count)
simOps                                       96871706                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    86168                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     166944                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           333                       # Clock period in ticks (Tick)
system.cpu.numCycles                         60678799                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.213576                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.824011                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       108538883                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      174                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      105436545                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 188694                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             11667335                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          19450587                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 108                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            60461153                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.743873                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.468048                       # Number of insts issued each cycle (Count)
system.cpu.fetchStats0.numFetchSuspends             0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu.icache.demandHits::cpu.inst        5051638                       # number of demand (read+write) hits (Count)
system.cpu.icache.demandHits::total           5051638                       # number of demand (read+write) hits (Count)
system.cpu.icache.overallHits::cpu.inst       5051638                       # number of overall hits (Count)
system.cpu.icache.overallHits::total          5051638                       # number of overall hits (Count)
system.cpu.icache.demandMisses::cpu.inst         4049                       # number of demand (read+write) misses (Count)
system.cpu.icache.demandMisses::total            4049                       # number of demand (read+write) misses (Count)
system.cpu.icache.overallMisses::cpu.inst         4049                       # number of overall misses (Count)
system.cpu.icache.overallMisses::total           4049                       # number of overall misses (Count)
system.cpu.icache.demandMissLatency::cpu.inst    186894585                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.demandMissLatency::total    186894585                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.overallMissLatency::cpu.inst    186894585                       # number of overall miss ticks (Tick)
system.cpu.icache.overallMissLatency::total    186894585                       # number of overall miss ticks (Tick)
system.cpu.icache.demandAccesses::cpu.inst      5055687                       # number of demand (read+write) accesses (Count)
system.cpu.icache.demandAccesses::total       5055687                       # number of demand (read+write) accesses (Count)
system.cpu.icache.overallAccesses::cpu.inst      5055687                       # number of overall (read+write) accesses (Count)
system.cpu.icache.overallAccesses::total      5055687                       # number of overall (read+write) accesses (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.000801                       # miss rate for demand accesses (Ratio)
system.cpu.icache.demandMissRate::total      0.000801                       # miss rate for demand accesses (Ratio)
system.cpu.icache.overallMissRate::cpu.inst     0.000801                       # miss rate for overall accesses (Ratio)
system.cpu.icache.overallMissRate::total     0.000801                       # miss rate for overall accesses (Ratio)
system.cpu.icache.demandAvgMissLatency::cpu.inst 46158.208200                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.demandAvgMissLatency::total 46158.208200                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst 46158.208200                       # average overall miss latency ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::total 46158.208200                       # average overall miss latency ((Tick/Count))
system.cpu.icache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs            nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.writebacks::writebacks         2769                       # number of writebacks (Count)
system.cpu.icache.writebacks::total              2769                       # number of writebacks (Count)
system.cpu.icache.demandMshrHits::cpu.inst          767                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total           767                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst          767                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total          767                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst         3282                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total         3282                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst         3282                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total         3282                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst    147200985                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total    147200985                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst    147200985                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total    147200985                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.000649                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.000649                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.000649                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.000649                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst 44851.000914                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.demandAvgMshrMissLatency::total 44851.000914                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 44851.000914                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 44851.000914                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.replacements                   2769                       # number of replacements (Count)
system.cpu.icache.ReadReq.hits::cpu.inst      5051638                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total         5051638                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst         4049                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.misses::total          4049                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst    186894585                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total    186894585                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst      5055687                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total      5055687                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.000801                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.000801                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst 46158.208200                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total 46158.208200                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst          767                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total          767                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst         3282                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total         3282                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst    147200985                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total    147200985                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.000649                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.000649                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 44851.000914                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 44851.000914                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED  20206039734                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse           511.547884                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs              5054920                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs               3282                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs            1540.195003                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick               72927                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst   511.547884                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.999117                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.999117                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024          512                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::3          273                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::4          239                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses           20226030                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses          20226030                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  20206039734                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.idleCycles                           0                       # Number of cycles IEW is idle (Cycle)
system.cpu.iew.squashCycles                    389538                       # Number of cycles IEW is squashing (Cycle)
system.cpu.iew.blockCycles                   16396991                       # Number of cycles IEW is blocking (Cycle)
system.cpu.iew.unblockCycles                  1661816                       # Number of cycles IEW is unblocking (Cycle)
system.cpu.iew.dispatchedInsts              108539057                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts               263317                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts                 18768258                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts                 4814996                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts                    59                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                    237517                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                  1322396                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents            519                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect         334163                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect       109702                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.iew.branchMispredicts               443865                       # Number of branch mispredicts detected at execute (Count)
system.cpu.iew.instsToCommit                103341452                       # Cumulative count of insts sent to commit (Count)
system.cpu.iew.writebackCount               103077546                       # Cumulative count of insts written-back (Count)
system.cpu.iew.producerInst                  81989150                       # Number of instructions producing a value (Count)
system.cpu.iew.consumerInst                 150969725                       # Number of instructions consuming a value (Count)
system.cpu.iew.wbRate                        1.698741                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.iew.wbFanout                      0.543083                       # Average fanout of values written-back ((Count/Count))
system.cpu.interrupts.clk_domain.clock           5328                       # Clock period in ticks (Tick)
system.cpu.itb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu.itb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.itb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu.itb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.itb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.itb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.itb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu.itb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED  20206039734                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.itb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu.itb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu.itb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu.itb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.itb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.itb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu.itb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu.itb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  20206039734                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.lsq0.forwLoads                     1884136                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads                 2189576                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses                   97                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation                 519                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores                 396130                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads                   86                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                      0                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples           16578676                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::mean             19.820156                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::stdev            58.275193                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::0-9               14948812     90.17%     90.17% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::10-19               147175      0.89%     91.06% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::20-29                53560      0.32%     91.38% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::30-39                22805      0.14%     91.52% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::40-49                 6694      0.04%     91.56% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::50-59                 2005      0.01%     91.57% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::60-69                 4752      0.03%     91.60% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::70-79                 4517      0.03%     91.63% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::80-89                 6606      0.04%     91.67% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::90-99                 8682      0.05%     91.72% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::100-109              14355      0.09%     91.80% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::110-119              21757      0.13%     91.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::120-129              49944      0.30%     92.24% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::130-139              98786      0.60%     92.83% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::140-149             143040      0.86%     93.70% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::150-159             415173      2.50%     96.20% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::160-169              72947      0.44%     96.64% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::170-179              42663      0.26%     96.90% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::180-189              52735      0.32%     97.22% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::190-199             115749      0.70%     97.91% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::200-209              42635      0.26%     98.17% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::210-219              22163      0.13%     98.30% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::220-229              41679      0.25%     98.56% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::230-239             101785      0.61%     99.17% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::240-249              20996      0.13%     99.30% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::250-259              22065      0.13%     99.43% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::260-269              12856      0.08%     99.51% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::270-279              12994      0.08%     99.59% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::280-289               8629      0.05%     99.64% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::290-299               4291      0.03%     99.66% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::overflows            55826      0.34%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::max_value             1442                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::total             16578676                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.mmu.dtb.rdAccesses                17978630                       # TLB accesses on read requests (Count)
system.cpu.mmu.dtb.wrAccesses                 4492799                       # TLB accesses on write requests (Count)
system.cpu.mmu.dtb.rdMisses                     45179                       # TLB misses on read requests (Count)
system.cpu.mmu.dtb.wrMisses                     21701                       # TLB misses on write requests (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  20206039734                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses                 5056321                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                       896                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  20206039734                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON  20206039734                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.squashCycles                 389538                       # Number of cycles rename is squashing (Cycle)
system.cpu.rename.idleCycles                  9322173                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles                22846711                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles           1924                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                  15447109                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles              12453698                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts              112500120                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                249409                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                3067930                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                2733608                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents                6686762                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.fullRegistersEvents              53                       # Number of times there has been no free registers (Count)
system.cpu.rename.renamedOperands           167039884                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                   349386662                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                 92216416                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                  95786300                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps             139572767                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                 27467068                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                      72                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                  57                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                  10791048                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                        161066400                       # The number of ROB reads (Count)
system.cpu.rob.writes                       218725801                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                 50000000                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                   96871706                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    99                       # Number of system calls (Count)
system.cpu_clk_domain.clock                       333                       # Clock period in ticks (Tick)
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts (Volt)
system.l2.demandHits::cpu.inst                    894                       # number of demand (read+write) hits (Count)
system.l2.demandHits::cpu.data                  21843                       # number of demand (read+write) hits (Count)
system.l2.demandHits::total                     22737                       # number of demand (read+write) hits (Count)
system.l2.overallHits::cpu.inst                   894                       # number of overall hits (Count)
system.l2.overallHits::cpu.data                 21843                       # number of overall hits (Count)
system.l2.overallHits::total                    22737                       # number of overall hits (Count)
system.l2.demandMisses::cpu.inst                 2386                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::cpu.data               352505                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::total                  354891                       # number of demand (read+write) misses (Count)
system.l2.overallMisses::cpu.inst                2386                       # number of overall misses (Count)
system.l2.overallMisses::cpu.data              352505                       # number of overall misses (Count)
system.l2.overallMisses::total                 354891                       # number of overall misses (Count)
system.l2.demandMissLatency::cpu.inst       139816377                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu.data     22080178719                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::total        22219995096                       # number of demand (read+write) miss ticks (Tick)
system.l2.overallMissLatency::cpu.inst      139816377                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu.data    22080178719                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::total       22219995096                       # number of overall miss ticks (Tick)
system.l2.demandAccesses::cpu.inst               3280                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu.data             374348                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::total                377628                       # number of demand (read+write) accesses (Count)
system.l2.overallAccesses::cpu.inst              3280                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu.data            374348                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::total               377628                       # number of overall (read+write) accesses (Count)
system.l2.demandMissRate::cpu.inst           0.727439                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu.data           0.941651                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::total              0.939790                       # miss rate for demand accesses (Ratio)
system.l2.overallMissRate::cpu.inst          0.727439                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu.data          0.941651                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::total             0.939790                       # miss rate for overall accesses (Ratio)
system.l2.demandAvgMissLatency::cpu.inst 58598.649204                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu.data 62637.916396                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::total    62610.759630                       # average overall miss latency in ticks ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.inst 58598.649204                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.data 62637.916396                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::total   62610.759630                       # average overall miss latency ((Tick/Count))
system.l2.blockedCycles::no_mshrs                   0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCycles::no_targets                 0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCauses::no_mshrs                   0                       # number of times access was blocked (Count)
system.l2.blockedCauses::no_targets                 0                       # number of times access was blocked (Count)
system.l2.avgBlocked::no_mshrs                    nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.avgBlocked::no_targets                  nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.writebacks::writebacks               103014                       # number of writebacks (Count)
system.l2.writebacks::total                    103014                       # number of writebacks (Count)
system.l2.demandMshrMisses::cpu.inst             2386                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu.data           352505                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::total              354891                       # number of demand (read+write) MSHR misses (Count)
system.l2.overallMshrMisses::cpu.inst            2386                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu.data          352505                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::l2.prefetcher         2346                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::total             357237                       # number of overall MSHR misses (Count)
system.l2.demandMshrMissLatency::cpu.inst    132665535                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu.data  21023721234                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::total    21156386769                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.inst    132665535                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.data  21023721234                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::l2.prefetcher    145177517                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::total   21301564286                       # number of overall MSHR miss ticks (Tick)
system.l2.demandMshrMissRate::cpu.inst       0.727439                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu.data       0.941651                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::total          0.939790                       # mshr miss ratio for demand accesses (Ratio)
